job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
2196;;;;;2196;2196;Maximilian;Plazas Coronel  ;M;1974-04-07;1994-03-07;2014-06-07;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Unknown;Low;Unknown;Unknown;;24471;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Sweet company inc;;
2197;;;;;2197;2197;Hugo;May-ling;M;1976-09-20;2001-04-01;2013-06-01;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;Low;Local;Low;Unknown;Unknown;;29015;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Sweet company inc;;
2198;;;;;2198;2198;Giovanni;Navarro Larralde  ;M;1978-09-12;2007-08-21;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;;Unknown;Unknown;Unknown;;26659;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Sweet company inc;;
2199;;;;;2199;2199;Carol;Elbers   ;F;1970-10-22;1997-06-06;2012-10-05;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Candy;Licorice;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;High;;Medium;Unknown;Unknown;;28663;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
2200;;;;;2200;2200;Jack;Lantink   ;M;1976-12-06;2008-03-29;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;Glasgow;Permanent;;Low;Unknown;Medium;Medium;Personal Circumstances;;28460;GBP;;;;Global;24492;244924;;Sugar & Sweets Holding;Internet trading inc;;
2201;;;;;2201;2201;Ekrem;Roma Gorriz  ;M;1965-12-23;1995-11-10;2013-02-26;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Unknown;Unknown;Unknown;;25292;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
2202;;;;;2202;2202;Su;Emanetolu;M;1964-10-03;1987-04-16;2013-01-12;0.8;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;888;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Medium;Personal Circumstances;;26150;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
2203;;;;;2203;2203;Cengiz;Fletcher;M;1981-01-22;2012-12-03;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;High;Unknown;Unknown;;24051;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Sweet company inc;;
2204;;;;;2204;2204;Peyton;Eftekhari;M;1979-06-03;2010-12-04;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Regional;Medium;Unknown;Unknown;;26760;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
2205;;;;;2205;2205;Ewoud;Wullink   ;M;1960-11-02;1997-10-28;2014-01-01;0.6;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;High;Unknown;Medium;High;Career;;24602;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Candy sugar store inc;;
2206;;;;;2206;2206;Mazu;Rassul;F;1974-08-02;1999-10-05;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Unknown;Low;Other;;24114;EUR;;;;Global;24492;244926;;Sugar & Sweets Holding;Candy sugar store inc;;
2207;;;;;2207;2207;Lukas;De La Torre Palomares;M;1986-11-26;2008-01-08;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;Medium;Global;Low;;;;26765;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Candy sugar store inc;;
2208;;;;;2208;2208;Alexander;Deffenu;M;1980-03-10;2011-07-13;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Icecream;Gelato;Global;Manufacturing;Facility management;;Global;Europe;Spain;Barcelona;Permanent;;Unknown;None;Medium;Unknown;Unknown;;27422;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Candy sugar store inc;;
2209;;;;;2209;2209;Virgilio;Burger   ;M;1974-12-27;2001-11-06;2014-03-17;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;889;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;Unknown;None;Unknown;Low;Compensation;;25003;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Sweet company inc;;
2210;;;;;2210;2210;Marcin;Sabet;M;1972-06-23;1993-11-12;2014-06-01;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;Unknown;Unknown;Low;Low;Personal Circumstances;;28157;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Candy sugar store inc;;
2211;;;;;2211;2211;Marcin;Kun-hee;M;1977-07-11;2006-08-27;2011-11-15;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;;Medium;Low;Compensation;;28323;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Candy sugar store inc;;
2212;;;;;2212;2212;Quian;Vargos Da Gama ;M;1976-05-27;2002-10-26;2014-09-30;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;None;High;;;;27499;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
2213;;;;;2213;2213;Siafa;Yeboah;M;1967-12-03;2003-09-29;2014-05-04;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Local;High;Unknown;Unknown;;24396;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Candy sugar store inc;;
2214;;;;;2214;2214;Jasper;Guo-xiu;M;1973-04-20;2001-03-15;2014-05-30;0.5;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;North America;United States;San Francisco;Permanent;;Medium;Unknown;High;Medium;Other;;28931;USD;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
2215;;;;;2215;2215;Bashaar;Yong-Sik;M;1958-09-25;1975-07-02;2011-09-27;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Unknown;Medium;Manager;;28589;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
2216;;;;;2216;2216;Kunt;Balazs;M;1978-01-27;2005-07-09;2014-02-04;0.3;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;890;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Medium;Regional;Low;Low;Personal Circumstances;;24299;GBP;;;;Global;24492;244926;;Sugar & Sweets Holding;Candy sugar store inc;;
2217;;;;;2217;2217;Tomas;Tamer;M;1968-11-02;1997-04-07;2014-03-01;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24502;GBP;;;;Global;24216;242167;;Sugar & Sweets Holding;Internet trading inc;;
2218;;;;;2218;2218;Salih;Oyal;M;1971-06-17;2009-11-15;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;Talent;Medium;None;Medium;Medium;Manager;;27058;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
2219;;;;;2219;2219;Anatoly;Matsura;M;1980-09-13;2013-09-23;2014-09-30;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;High;Regional;Low;Low;Career;;29800;USD;;;;Global;24216;242162;;Sugar & Sweets Holding;Internet trading inc;;
2220;;;;;2220;2220;Abdullah;Vesely;M;1966-04-13;2009-02-04;2014-01-27;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Licorice;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;Unknown;Low;Medium;Manager;;28277;EUR;;;;Global;22794;227941;;Sugar & Sweets Holding;Candy sugar store inc;;
2221;;;;;2221;2221;Da;Camona;F;1997-06-30;2011-06-29;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;;Medium;Unknown;Unknown;;25572;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
2222;;;;;2222;2222;Lin;Smith;M;1960-09-17;1985-07-15;2012-07-22;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Medium;Unknown;Unknown;;25153;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Internet trading inc;;
2223;;;;;2223;2223;Aki;Maathuis   ;M;1983-08-02;2008-10-07;2013-11-18;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;891;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Medium;Medium;Other;;27804;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
2224;;;;;2224;2224;David;Larsen;M;1972-11-05;2002-04-29;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Global;Medium;Unknown;Unknown;;28670;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Internet trading inc;;
2225;;;;;2225;2225;Kin;Alvear Borges  ;M;1980-07-30;1999-02-14;2013-10-09;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;Local;Medium;Unknown;Unknown;;28888;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
2226;;;;;2226;2226;Omeir;Klein;M;1974-06-26;2002-10-31;2013-11-10;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Low;Regional;Medium;;;;28756;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Candy sugar store inc;;
2227;;;;;2227;2227;Cataldo;Thom;M;1969-03-22;2003-12-25;2014-03-07;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;26806;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Candy sugar store inc;;
2228;;;;;2228;2228;Fortunata;Lao;F;1993-08-13;2013-12-26;2014-07-07;0.7;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Low;Medium;Personal Circumstances;;28416;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
2229;;;;;2229;2229;Leon;Walker;M;1957-01-22;1981-08-09;2011-01-25;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Medium;Global;Low;Unknown;Unknown;;29774;GBP;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
2230;;;;;2230;2230;Bausas;Ok-Hee;M;1964-09-08;1990-12-12;2011-11-23;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;892;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Local;Unknown;Unknown;Unknown;;24485;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Candy sugar store inc;;
2231;;;;;2231;2231;Mariah;Berger;F;1972-09-27;2001-02-10;2013-09-24;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Icecream;Popsicles;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Medium;Unknown;Medium;Medium;Compensation;;29970;GBP;;;;Global;24216;242161;;Sugar & Sweets Holding;Sweet company inc;;
2232;;;;;2232;2232;Aws;Chinh;M;1959-12-17;1987-04-23;2013-01-19;0.8;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;Low;None;Medium;Low;Manager;;26099;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
2233;;;;;2233;2233;Khaldoon;Harris;M;1993-12-16;2014-04-30;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Regional;Medium;High;Compensation;;24131;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Sweet company inc;;
2234;;;;;2234;2234;Pablo;Nagib;M;1969-06-05;2000-02-20;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Unknown;Low;None;None;;27918;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
2235;;;;;2235;2235;Rolien;Roberts;F;1972-07-08;2008-05-04;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;High;Unknown;Medium;;;;26582;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Candy sugar store inc;;
2236;;;;;2236;2236;Collin;Veniard;M;1974-04-10;2000-06-10;2014-05-28;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;;Unknown;Unknown;Unknown;;25597;EUR;;;;Global;22794;227941;;Sugar & Sweets Holding;Internet trading inc;;
2237;;;;;2237;2237;Zuna;Harnoncourt;F;1975-01-28;2003-06-19;2014-09-30;0.6;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;893;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Medium;;Medium;Unknown;Unknown;;24427;USD;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
2238;;;;;2238;2238;Marcin;Barrios;M;1964-05-27;2001-06-23;2013-07-05;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;Talent;High;None;Medium;;;;29823;GBP;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
2239;;;;;2239;2239;Anwar;Clark;M;1974-03-29;1999-09-28;2014-05-09;0.5;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;28603;USD;;;;Global;24492;244924;;Sugar & Sweets Holding;Candy sugar store inc;;
2240;;;;;2240;2240;Maya;Sarr;F;1971-10-28;1998-10-19;2014-04-20;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Unknown;Medium;Low;Career;;26605;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
2241;;;;;2241;2241;Ryom;Pontoni;M;1970-04-18;1998-09-18;2013-11-23;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Unknown;High;High;Personal Circumstances;;29159;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
2242;;;;;2242;2242;Le;Gebremichael;M;1970-09-01;2010-04-08;2014-09-30;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Icecream;Gelato;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Unknown;Local;Medium;;;;27952;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
2243;;;;;2243;2243;Liam;Morgan;M;1972-01-09;2014-01-21;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Medium;Global;Low;Medium;Compensation;;28114;USD;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
2244;;;;;2244;2244;Kumi;Nasir;F;1972-01-07;1997-11-24;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;894;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Regional;Medium;Unknown;Unknown;;25965;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
2245;;;;;2245;2245;Laila;Mäkelä;F;1957-01-28;1982-11-26;2014-08-28;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;Medium;None;High;High;Personal Circumstances;;26549;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
2246;;;;;2246;2246;Ido;Smirnov;M;1972-03-03;1996-12-18;2014-09-30;0.7;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Temporary;;Medium;None;Medium;Medium;Career;;25938;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Candy sugar store inc;;
2247;;;;;2247;2247;Juan-Carlos;Alemany Granados  ;M;1976-10-13;2003-09-28;2014-06-22;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Local;Medium;Unknown;Unknown;;24848;EUR;;;;Global;24492;244926;;Sugar & Sweets Holding;Sweet company inc;;
2248;;;;;2248;2248;Juho;Bradley;M;1966-12-19;1997-08-28;2014-02-12;0.5;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;28194;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
2249;;;;;2249;2249;Jozef;Bao;M;1973-10-26;2009-05-11;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Global;Medium;Medium;Manager;;28055;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
2250;;;;;2250;2250;Zarabadi;Szu-zhan;M;1959-08-08;1990-06-05;2013-10-21;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Temporary;;Medium;Unknown;Unknown;Medium;Career;;25039;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
2251;;;;;2251;2251;Hun;Jolves;M;1976-01-17;2014-03-04;2014-09-30;0.2;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;895;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Unknown;;High;Local;Medium;Medium;Career;;25826;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
2252;;;;;2252;2252;Maurizio;Duran De La Pena;M;1971-06-04;1990-06-07;2013-03-21;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Unknown;Medium;High;Career;;27227;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
2253;;;;;2253;2253;Bernatz;Matsura;M;1991-10-04;2012-12-14;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;None;Medium;Unknown;Unknown;;26875;EUR;;;;Global;24492;244926;;Sugar & Sweets Holding;Candy sugar store inc;;
2254;;;;;2254;2254;Shafeeq;Nguyen;M;1966-08-12;1996-11-06;2013-12-10;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Utrecht;Permanent;Talent;Medium;Unknown;Low;Unknown;Unknown;;28470;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Candy sugar store inc;;
2255;;;;;2255;2255;Jan;Huet;M;1956-05-08;1981-06-06;2012-07-26;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Medium;Local;Medium;Unknown;Unknown;;27652;GBP;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
2256;;;;;2256;2256;Ricardo;Lima Montano  ;M;1951-10-16;1992-04-03;2014-02-22;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;Talent;Medium;Local;Low;Unknown;Unknown;;29705;USD;;;;Global;24216;242167;;Sugar & Sweets Holding;Internet trading inc;;
2257;;;;;2257;2257;Sara;Persson;F;1968-11-01;1986-11-10;2013-08-02;0.2;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;;Medium;Unknown;Unknown;;24291;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
2258;;;;;2258;2258;Sarh;Johannessen;M;1996-03-18;2013-08-05;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;896;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;Manchester;Temporary;;Medium;None;Low;Unknown;Unknown;;26100;GBP;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
2259;;;;;2259;2259;Daniil;Lian-wei;M;1964-12-28;1998-10-18;2014-04-21;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Utrecht;Permanent;Talent;High;Unknown;Low;;;;27725;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
